 Nº_boletim;data_hora_boletim;  seq_veic; cod_categ; descricao_categoria; cod_especie;  descricao_especie; cod_situacao; desc_situacao; tipo_socorro; desc_tipo_socorro
2021-011730520-001;08/03/2021 11:17;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-011730520-001;08/03/2021 11:17;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011733461-001;08/03/2021 11:17;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-011733461-001;08/03/2021 11:17;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011735079-001;07/03/2021 16:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-011746761-001;08/03/2021 13:40;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;2;PARADO         ;5;DISPENSOU ATENDIMEN 
2021-011746761-001;08/03/2021 13:40;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011760436-001;08/03/2021 12:44;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-011760436-001;08/03/2021 12:44;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011765730-001;08/03/2021 14:05;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;5;DISPENSOU ATENDIMEN 
2021-011765730-001;08/03/2021 14:05;2;3;PARTICULAR                    ;13;CAMINHAO                      ;2;PARADO         ;6;NÃO SE APLICA       
2021-011765730-001;08/03/2021 14:05;3;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-011793449-001;06/03/2021 23:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-011803173-001;08/03/2021 05:45;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011803173-001;08/03/2021 05:45;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011803721-001;08/03/2021 17:48;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-011803721-001;08/03/2021 17:48;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011804899-001;05/03/2021 20:30;2;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011804899-001;05/03/2021 20:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-011806844-001;08/03/2021 17:10;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-011806844-001;08/03/2021 17:10;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011813649-001;08/03/2021 17:47;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011813649-001;08/03/2021 17:47;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-011821188-001;08/03/2021 19:15;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011821188-001;08/03/2021 19:15;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011825853-001;08/03/2021 18:24;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011833743-001;08/03/2021 20:09;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-011833743-001;08/03/2021 20:09;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011834118-001;08/03/2021 19:21;1;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-011835664-001;08/03/2021 20:40;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-019268470-001;20/04/2021 17:51;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019268470-001;20/04/2021 17:51;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019268701-001;20/04/2021 19:29;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019268993-001;20/04/2021 19:27;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019268993-001;20/04/2021 19:27;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019276870-001;20/04/2021 20:22;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019276870-001;20/04/2021 20:22;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-019277273-001;20/04/2021 20:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-019278707-002;20/04/2021 18:21;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019278707-002;20/04/2021 18:21;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019304001-001;20/04/2021 22:41;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019322295-001;21/04/2021 06:33;1;3;PARTICULAR                    ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019322295-001;21/04/2021 06:33;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019326854-001;21/04/2021 06:05;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-019330997-001;21/04/2021 08:10;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019330997-001;21/04/2021 08:10;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-019368749-001;21/04/2021 14:39;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-019368749-001;21/04/2021 14:39;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-019371400-001;21/04/2021 14:31;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-019371400-001;21/04/2021 14:31;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019377596-001;21/04/2021 14:56;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;2;PARADO         ;5;DISPENSOU ATENDIMEN 
2021-019377596-001;21/04/2021 14:56;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019385852-001;21/04/2021 15:26;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019385852-001;21/04/2021 15:26;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-019389142-001;21/04/2021 16:06;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019392490-001;21/04/2021 16:54;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-019397361-001;21/04/2021 16:32;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019397361-001;21/04/2021 16:32;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019402507-001;21/04/2021 17:48;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-019402507-001;21/04/2021 17:48;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019404848-001;21/04/2021 17:15;1;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019409474-001;21/04/2021 18:04;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019457773-001;21/04/2021 23:59;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019457773-001;21/04/2021 23:59;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019459261-001;21/04/2021 23:52;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-019459261-001;21/04/2021 23:52;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019467004-001;22/04/2021 01:23;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019467004-001;22/04/2021 01:23;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019480793-001;22/04/2021 07:34;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019480793-001;22/04/2021 07:34;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-019482407-001;22/04/2021 08:06;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019482407-001;22/04/2021 08:06;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;2;PARADO         ;5;DISPENSOU ATENDIMEN 
2021-019484763-002;22/04/2021 07:42;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-019484763-002;22/04/2021 07:42;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019489164-001;22/04/2021 07:52;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2021-019489164-001;22/04/2021 07:52;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019493961-002;22/04/2021 09:33;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019495447-001;22/04/2021 09:12;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019495447-001;22/04/2021 09:12;2;3;PARTICULAR                    ;26;CAMINHONETE                   ;2;PARADO         ;6;NÃO SE APLICA       
2021-019509414-001;05/04/2021 08:10;1;4;ALUGUEL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-019518092-001;22/04/2021 12:20;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;5;DISPENSOU ATENDIMEN 
2021-019524180-001;22/04/2021 12:48;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-019524180-001;22/04/2021 12:48;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-019524180-001;22/04/2021 12:48;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019525207-001;21/04/2021 21:15;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019525207-001;21/04/2021 21:15;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-019526493-002;22/04/2021 13:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-019526493-002;22/04/2021 13:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019527667-001;22/04/2021 13:18;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-019533350-002;22/04/2021 13:29;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-019533350-002;22/04/2021 13:29;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019538600-001;22/04/2021 14:32;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019538600-001;22/04/2021 14:32;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-019556330-001;22/04/2021 13:38;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-019556330-001;22/04/2021 13:38;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019558811-001;21/04/2021 12:45;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-019558811-001;21/04/2021 12:45;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2021-019558811-001;21/04/2021 12:45;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014288669-001;22/03/2021 19:27;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-014288669-001;22/03/2021 19:27;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-014308189-001;22/03/2021 21:06;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014308189-001;22/03/2021 21:06;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014346470-001;23/03/2021 07:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
2021-014346470-001;23/03/2021 07:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014349523-001;23/03/2021 07:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2021-014349523-001;23/03/2021 07:30;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-014349523-001;23/03/2021 07:30;3;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2021-014369840-001;23/03/2021 10:14;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
2021-014369840-001;23/03/2021 10:14;1;1;OFICIAL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014383502-001;23/03/2021 10:50;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014383502-001;23/03/2021 10:50;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014389748-001;23/03/2021 11:43;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014389748-001;23/03/2021 11:43;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014394907-001;23/03/2021 12:27;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014394907-001;23/03/2021 12:27;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014398200-001;23/03/2021 13:07;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014398200-001;23/03/2021 13:07;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014407319-001;23/03/2021 13:49;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014410290-001;23/03/2021 14:10;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-014410290-001;23/03/2021 14:10;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2021-014446686-001;17/03/2021 16:00;1;3;PARTICULAR                    ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014450879-001;23/03/2021 16:52;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014450879-001;23/03/2021 16:52;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014468582-001;22/03/2021 08:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014470488-001;23/03/2021 16:15;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014470488-001;23/03/2021 16:15;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014471692-001;23/03/2021 18:36;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014471692-001;23/03/2021 18:36;2;3;PARTICULAR                    ;1;BICICLETA                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014473713-001;23/03/2021 18:59;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2021-014473713-001;23/03/2021 18:59;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2021-014483459-001;23/03/2021 19:46;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
